AMZN,Date,Close
,11/12/2018 16:00:00,81.84
,11/13/2018 16:00:00,81.56
,11/14/2018 16:00:00,79.95
,11/15/2018 16:00:00,80.97
,11/16/2018 16:00:00,79.67
,11/19/2018 16:00:00,75.61
,11/20/2018 16:00:00,74.77
,11/21/2018 16:00:00,75.84
,11/23/2018 13:00:00,75.1
,11/26/2018 16:00:00,79.07
,11/27/2018 16:00:00,79.07
,11/28/2018 16:00:00,83.89
,11/29/2018 16:00:00,83.68
,11/30/2018 16:00:00,84.51
,12/3/2018 16:00:00,88.62
,12/4/2018 16:00:00,83.42
,12/6/2018 16:00:00,84.96
,12/7/2018 16:00:00,81.46
,12/10/2018 16:00:00,82.05
,12/11/2018 16:00:00,82.16
,12/12/2018 16:00:00,83.18
,12/13/2018 16:00:00,82.92
,12/14/2018 16:00:00,79.6
,12/17/2018 16:00:00,76.05
,12/18/2018 16:00:00,77.57
,12/19/2018 16:00:00,74.75
,12/20/2018 16:00:00,73.04
,12/21/2018 16:00:00,68.87
,12/24/2018 13:00:00,67.2
,12/26/2018 16:00:00,73.55
,12/27/2018 16:00:00,73.08
,12/28/2018 16:00:00,73.9
